FTr,TS.,X3PAr,ORB.,DRB.,AST.,STL.,BLK.,TOV.,USG.,WS.48,OBPM,DBPM,VORP
0.136,0.571,0.358,1.6,9.3,22,1.5,0.7,-8.1,16.9,0.123,0.7,-0.3,0.6625
